inmate_id,case_number,bond_amount,bond_desc,date_scraped
100048723,2C16228,0,HOLD,2016-07-11
100191663,T4DV2016002645,5000,CASH/SURETY,2016-07-11
100191663,T4FR201603355,5000,CONCURRENT,2016-07-11
100145928,D202CR200702314,0,HOLD,2016-07-11
100135291,D202CR201601143,0,HOLD,2016-07-11
100234109,D202CR201502270,0,SENTENCED,2016-07-11
100053885,D202CR201600407,0,OTHER,2016-07-11
100244704,D202CR201600643,25000,CASH/SURETY,2016-07-11
100244704,T4CR201516095,0,GRAND JURY INDICTMENT,2016-07-11
100180611,D202CR201301694,0,HOLD,2016-07-11
100232102,D202CR201305384,0,SENTENCED,2016-07-11
100232102,T4DV201304760,0,GRAND JURY INDICTMENT,2016-07-11
100200342,D202CR201404678,0,SENTENCED,2016-07-11
100200342,D202CR201600466,500,CASH ONLY,2016-07-11
100217701,D202CR201600641,100000,CASH/SURETY,2016-07-11
100217701,T4CR2015014751,200,CASH ONLY,2016-07-11
100217701,T4CR201514751-1,0,RELEASE ON RECOGN,2016-07-11
100217701,T4FR201602677,0,RELEASE ON RECOGN,2016-07-11
100217701,T4FR20160516,0,GRAND JURY INDICTMENT,2016-07-11
100020480,D202CR201502924,0,SENTENCED,2016-07-11
100062429,T4DV201601307,25000,CASH/SURETY,2016-07-11
100177475,D202CR201503326,100000,CASH/SURETY,2016-07-11
100215000,T4DV201505859,2500,CASH/SURETY,2016-07-11
100186211,D202CR201201520,0,HOLD,2016-07-11
100226149,T4DV2016000353-1,0,CONCURRENT,2016-07-11
100226149,T4DV201600353,250,CASH/SURETY,2016-07-11
100226149,T4DV201602314,1,CASH ONLY,2016-07-11
100226035,D202CR201402856,0,HOLD,2016-07-11
100210896,D1329CR201311809,772,CASH ONLY,2016-07-11
100210896,D202CR201303634,0,SENTENCED,2016-07-11
100210896,D202CR201303861,0,SENTENCED,2016-07-11
100210896,RC-16-0198,0,CANCELLED,2016-07-11
100210896,T4FR201600763,0,CASH/SURETY,2016-07-11
100193936,D202CR201305092,0,HOLD,2016-07-11
100193936,RC-16-0936,0,CANCELLED,2016-07-11
100193936,T4DV201602425,2500,CASH/SURETY,2016-07-11
100187870,D202CR201503408,0,HOLD,2016-07-11
100187870,D202CR201600845,250,OR,2016-07-11
100187870,D202CR201601183,250,CONCURRENT,2016-07-11
100187870,D202CR201601183-1,0,CONCURRENT,2016-07-11
100227929,D202CR201304888,0,HOLD,2016-07-11
100227929,D202CR201402273,0,HOLD,2016-07-11
100227929,D202CR201403397,0,HOLD,2016-07-11
100245361,D202CR201601114,0,HOLD,2016-07-11
100168688,2ISP1 16 062,0,CANCELLED,2016-07-11
100168688,D202CR201404490,0,HOLD,2016-07-11
100236729,D202CR201601621,5000,OR,2016-07-11
100236729,T4CR201603352,0,CREDIT TIME SERVED,2016-07-11
100236729,T4FR201602944,0,NOLLIE PROSEQUI,2016-07-11
100165025,D202CR200902938,0,SENTENCED,2016-07-11
100062823,D202CR201104462,0,HOLD,2016-07-11
100062823,D202CR201105083,0,HOLD,2016-07-11
100062823,D202CR201201176,0,HOLD,2016-07-11
100062823,D202CR201600573,5000,CASH/SURETY,2016-07-11
100062823,RC-16-0151,0,CANCELLED,2016-07-11
100062823,T4FR201600542,0,RELEASE ON RECOGN,2016-07-11
100163649,T4CR2016000502,0,CREDIT TIME SERVED,2016-07-11
100163649,T4CR2016000784,0,CREDIT TIME SERVED,2016-07-11
100163649,T4CR2016000900,0,DISMISSED,2016-07-11
100163649,T4CR2016001285,0,DISMISSED,2016-07-11
100167321,D202CR201303003,0,HOLD,2016-07-11
100029951,2C-16-208,0,HOLD,2016-07-11
100230259,T4FR201603654,20000,CASH/SURETY,2016-07-11
100209995,D202CR201300759,0,SENTENCED,2016-07-11
100209995,RC-16-0703,0,CANCELLED,2016-07-11
100167805,D202CR201405800,0,HOLD,2016-07-11
100166958,D202CR201502641,5000,Bond  -  10%,2016-07-11
100166958,D202CR201600006,10000,CASH/SURETY,2016-07-11
100166958,D202CR20160012,7000,OR,2016-07-11
100166958,D202CR201600567,5000,CASH ONLY,2016-07-11
100166958,T4CR201516512,0,GRAND JURY INDICTMENT,2016-07-11
100166958,T4CR201516551,0,GRAND JURY INDICTMENT,2016-07-11
100166958,T4FR201602659,0,NOLLIE PROSEQUI,2016-07-11
100166958,T4TR201524202,0,CREDIT TIME SERVED,2016-07-11
100177983,2C-16-181,0,CANCELLED,2016-07-11
100177983,D1314CR201500195,5000,CASH/SURETY,2016-07-11
100177983,D202CR201403002,0,HOLD,2016-07-11
100177983,M45FR201500294,200,CASH ONLY,2016-07-11
100223821,D202CR201300244,1000,CASH ONLY,2016-07-11
100223821,D202CR201601216,2500,OR,2016-07-11
100060116,T4CR201509205,0,HOLD,2016-07-11
100060116,T4FR201603688,10000,CASH/SURETY,2016-07-11
100059990,T4DW200902576,0,HOLD,2016-07-11
100072318,D202CR201101846,0,SENTENCED,2016-07-11
100072318,D202CR201200958,0,SENTENCED,2016-07-11
100197106,D1226CR201500145,10000,CASH/SURETY,2016-07-11
100197106,M32MR201500183,0,COURT ORDER RELEASE,2016-07-11
100197106,T4CR201513329,0,HOLD,2016-07-11
100197106,T4CR201513330,0,NOLLIE PROSEQUI,2016-07-11
100197106,T4TR201245655,0,DISMISSED,2016-07-11
100197106,T4TR201312072,0,DISMISSED,2016-07-11
100201492,D202CR201502738,0,SENTENCED,2016-07-11
100166211,T4CR201604730,250,CASH ONLY,2016-07-11
100245041,T4DV201602304,200,CASH ONLY,2016-07-11
100245041,T4DV201602304-1,0,CONCURRENT,2016-07-11
100061722,2A-16-144,0,CANCELLED,2016-07-11
100061722,D202CR201502204,0,SENTENCED,2016-07-11
100175371,2D-16-0187,0,HOLD,2016-07-11
100175371,D202CR200903004,0,HOLD,2016-07-11
100175371,D202CR201001695,0,HOLD,2016-07-11
100175371,D202CR201003005,0,HOLD,2016-07-11
100175371,D202CR201105390,0,HOLD,2016-07-11
100175371,D202CR201405847,0,HOLD,2016-07-11
100162084,T4CR2016001160-1,2500,CASH/SURETY,2016-07-11
100162084,T4CR201601160,0,CONCURRENT,2016-07-11
100162084,T4FR2016003106,0,NOLLIE PROSEQUI,2016-07-11
100162084,T4FR201603365,0,NOLLIE PROSEQUI,2016-07-11
100124627,2CC-16-087,0,CANCELLED,2016-07-11
100124627,D202CR201303749,0,SENTENCED,2016-07-11
100241445,D202CR201501685,0,THIRD PARTY,2016-07-11
100246844,M59MR201300527,500,CASH ONLY,2016-07-11
100246844,T4TR201325740,285,CASH ONLY,2016-07-11
100208736,D202CR201205661,0,SENTENCED,2016-07-11
100208736,D202CR201302248,0,SENTENCED,2016-07-11
100208736,D202CR201402303,0,SENTENCED,2016-07-11
100208736,T4FR201602693,0,RELEASE ON RECOGN,2016-07-11
100189099,D202CR201401058,0,SENTENCED,2016-07-11
100189099,D202CR2015001235,0,HOLD,2016-07-11
100189099,RA-16-072,0,CANCELLED,2016-07-11
100229725,D202CR201303308,0,HOLD,2016-07-11
100229725,D202CR201503026,0,UNSECURED BOND,2016-07-11
100075452,D202CR201500613,0,SENTENCED,2016-07-11
100075452,D202CR201501317,0,SENTENCED,2016-07-11
100005140,M49MR201600839,1231,CASH ONLY,2016-07-11
100237377,D202CR201404498,20000,CASH/SURETY,2016-07-11
100018356,D202CR201601999,10000,CASH ONLY,2016-07-11
100018356,T4CR201604758,0,CREDIT TIME SERVED,2016-07-11
100018356,T4FR201603308,2500,CASH/SURETY,2016-07-11
100181633,D202CR201600072,5000,CASH/SURETY,2016-07-11
100181633,D202CR201600072-1,0,CONCURRENT,2016-07-11
100055759,D202CR201600260,10000,THIRD PARTY,2016-07-11
100055759,T4CR2015015017,0,RELEASE ON RECOGN,2016-07-11
100055759,T4CR201515017,200,OR,2016-07-11
100055759,T4FR201602680,0,RELEASE ON RECOGN,2016-07-11
100187140,D202CR201503167,0,SENTENCED,2016-07-11
100187140,D202CR201503411,20000,CASH ONLY,2016-07-11
100187140,T4CR201516330,0,GRAND JURY INDICTMENT,2016-07-11
100187140,T4FR201602699,0,RELEASE ON RECOGN,2016-07-11
100042121,D202CR201401575,0,SENTENCED,2016-07-11
100245615,D202CR201601329,50000,CASH/SURETY,2016-07-11
100245615,T4FR201601954,0,GRAND JURY INDICTMENT,2016-07-11
100240207,RC-16-1060,0,HOLD,2016-07-11
100178910,D202CR201404784,0,HOLD,2016-07-11
100061313,D202CR201601147,5000,OR,2016-07-11
100239322,D202CR201502622,0,HOLD,2016-07-11
100239322,D202CR201502709,0,HOLD,2016-07-11
100239322,D202CR201503039,0,HOLD,2016-07-11
100239322,T4FR201602642,0,NOLLIE PROSEQUI,2016-07-11
100243674,D202CR2015003206,0,THIRD PARTY,2016-07-11
100243674,T4CR201515400,0,GRAND JURY INDICTMENT,2016-07-11
100228247,D202CR201600787,1000,OR,2016-07-11
100228247,T4CR201603463,0,CREDIT TIME SERVED,2016-07-11
100228247,T4DW201501618,0,CONCURRENT,2016-07-11
100228247,T4DW201501618,250,CASH/SURETY,2016-07-11
100163601,2C-16-005,0,CANCELLED,2016-07-11
100163601,D202CR201500132,0,SENTENCED,2016-07-11
100244211,D1329CR201500301,0,HOLD,2016-07-11
100244211,D1329CR201500545,0,HOLD,2016-07-11
100244211,D202CR201601732,250,OR,2016-07-11
100244211,T4FR201602652,0,NOLLIE PROSEQUI,2016-07-11
100224391,2D160237,0,HOLD,2016-07-11
100224391,D202CR201301088,0,HOLD,2016-07-11
100181616,D202CR201503013,0,HOLD,2016-07-11
100181616,T4CR201510014,200,CASH ONLY,2016-07-11
100009818,T4DW201203340-1,2000,CASH/SURETY,2016-07-11
100009818,T4DW201203340-2,2500,CASH/SURETY,2016-07-11
100009818,T4DW201203340-3,300,CASH/SURETY,2016-07-11
100009818,T4DW201203340-4,600,CASH ONLY,2016-07-11
100153330,D202CR201600709,0,SENTENCED,2016-07-11
100153330,T4CR201601411,0,DISMISSED,2016-07-11
100153330,T4FR2016000916,0,GRAND JURY INDICTMENT,2016-07-11
100153330,T4FR201600916,0,RELEASE ON RECOGN,2016-07-11
100235057,D202CR201601562,25000,CASH/SURETY,2016-07-11
100235057,M45MR201600001,300,CASH/SURETY,2016-07-11
100235057,T4DV201505889,200,CASH ONLY,2016-07-11
100235057,T4FR201602329,0,GRAND JURY INDICTMENT,2016-07-11
100116118,T4TR2015014801-1,100,CASH/SURETY,2016-07-11
100197531,D202CR201404329,0,HOLD,2016-07-11
100197531,D202CR201600278,500,OR,2016-07-11
100158575,D202CR201502869,0,SENTENCED,2016-07-11
100158575,T4DV201505588,0,CREDIT TIME SERVED,2016-07-11
100231395,T4DV2016000555,100,CASH ONLY,2016-07-11
100231395,T4DV201602263,100,CASH ONLY,2016-07-11
100246235,D202CR201601858,0,HOLD,2016-07-11
100237315,D202CR201501865-1,0,SENTENCED,2016-07-11
100157093,T4DW201400332,0,SENTENCED,2016-07-11
100197021,D202CR201601677,0,HOLD,2016-07-11
100215049,T4CR201513458,500,CASH ONLY,2016-07-11
100128927,T4FR201603433,2500,THIRD PARTY,2016-07-11
100039733,T4DV201504712,500,CASH/SURETY,2016-07-11
100217713,D202CR201405127,0,SENTENCED,2016-07-11
100125650,D202CR201001461,0,HOLD,2016-07-11
100139219,D202CR201405020,0,HOLD,2016-07-11
100078765,D202CR201502836,0,SENTENCED,2016-07-11
100042601,D1314CR201500220,0,SENTENCED,2016-07-11
100224551,D202CR201304004,0,SENTENCED,2016-07-11
100045962,T4FR201603311,18000,CASH/SURETY,2016-07-11
100220449,D202CR201300149,0,HOLD,2016-07-11
100220449,RC-16-0472,0,CANCELLED,2016-07-11
100220449,T4DW201600654,100,CASH ONLY,2016-07-11
100007692,2D1600207,0,CANCELLED,2016-07-11
100007692,D202CR201402668,0,SENTENCED,2016-07-11
100236883,D202CT201302523,0,HOLD,2016-07-11
100220329,D202CR201601125,0,SENTENCED,2016-07-11
100220329,RC160962,0,HOLD,2016-07-11
100220329,T4CR201602178,0,RELEASE ON RECOGN,2016-07-11
100220329,T4FR201603326,0,RELEASE ON RECOGN,2016-07-11
100106387,T4CR2016002138,0,RELEASE ON RECOGN,2016-07-11
100106387,T4CR2016002915,0,RELEASE ON RECOGN,2016-07-11
100106387,T4CR201600398,50,CASH ONLY,2016-07-11
100106387,T4CR201604399,0,RELEASE ON RECOGN,2016-07-11
100106387,T4CR201604586,0,RELEASE ON RECOGN,2016-07-11
100106387,T4CR201604587,0,RELEASE ON RECOGN,2016-07-11
100001653,2I-07-0402,0,CANCELLED,2016-07-11
100001653,D202CR200002842,0,HOLD,2016-07-11
100001653,D202CR200401817,0,HOLD,2016-07-11
100083265,T4DV201305175,0,SENTENCED,2016-07-11
100083265,T4DV201402032,0,SENTENCED,2016-07-11
100083265,T4DV2015003284,0,CREDIT TIME SERVED,2016-07-11
100236081,D202CR201500652,0,SENTENCED,2016-07-11
100150274,D202JQ201600106,0,HOLD,2016-07-11
100203378,D202CR201404466,0,SENTENCED,2016-07-11
100203378,D202CR201601642,0,RELEASE ON RECOGN,2016-07-11
100203378,RC160654,0,CANCELLED,2016-07-11
100203378,T4FR201602309,0,RELEASE ON RECOGN,2016-07-11
100083744,T4CR201605231,100,CASH/SURETY,2016-07-11
100083744,T4DV201503026,0,SENTENCED,2016-07-11
100083744,T4DV201503026-1,0,CONCURRENT,2016-07-11
100083744,T4DV201503026-2,0,CONCURRENT,2016-07-11
100201659,D202CR201405889,0,SENTENCED,2016-07-11
100201659,RC-15-1679,0,CANCELLED,2016-07-11
100201659,T4FR201601626,0,RELEASE ON RECOGN,2016-07-11
100189629,D202CR201204963,0,HOLD,2016-07-11
100189629,RC-16-850,0,HOLD,2016-07-11
100189629,T4DV2016002096,10000,CASH/SURETY,2016-07-11
100169053,T4CR2015005611,1000,CASH/SURETY,2016-07-11
100169053,T4CR2015012973,500,CASH/SURETY,2016-07-11
100169053,T4CR2015012973-1,0,CONCURRENT,2016-07-11
100169053,T4DV2015001111,5000,CASH/SURETY,2016-07-11
100169053,T4DV2015001111-1,0,CONCURRENT,2016-07-11
100101319,D820DM020100058,1991.50,CASH ONLY,2016-07-11
100100576,D202CR200801489,0,HOLD,2016-07-11
100067188,T4DV201405919,5000,CASH/SURETY,2016-07-11
100067188,T4DV201405919-1,0,CONCURRENT,2016-07-11
100067188,T4DV201505258,2500,CASH/SURETY,2016-07-11
100122836,RC-16-1042,0,HOLD,2016-07-11
100122836,T4CR2016003699,250,CASH/SURETY,2016-07-11
100122836,T4FR201603572,2500,CASH/SURETY,2016-07-11
100209730,D202CR201600809,400000,CASH/SURETY,2016-07-11
100209730,T4FR201601088,0,GRAND JURY INDICTMENT,2016-07-11
100244127,T4FR201603656,12500,CASH/SURETY,2016-07-11
100163295,D202CR201305576,20000,OTHER,2016-07-11
100163295,D202CR201305576-1,1000,CASH ONLY,2016-07-11
100163295,D202CR201305576-2,50000,CASH/SURETY,2016-07-11
100163295,D202CR201401271,300,OR,2016-07-11
100163295,D202CR201402437,1000,OR,2016-07-11
100163295,T4CR201319710,0,GRAND JURY INDICTMENT,2016-07-11
100242939,T4DW2015002272,500,CASH ONLY,2016-07-11
100153843,D202CR201305584,0,HOLD,2016-07-11
100153843,T4CR2014010530,0,DISMISSED,2016-07-11
100243002,2D-16-222,0,HOLD,2016-07-11
100243002,D202CR201602061,100000,CASH/SURETY,2016-07-11
100243002,T4FR201603207,0,GRAND JURY INDICTMENT,2016-07-11
100244113,M49VM201500472,2600,CASH ONLY,2016-07-11
100244113,T4DV201602708,5000,CASH/SURETY,2016-07-11
100244113,T4TR201604975,100,CASH/SURETY,2016-07-11
100191410,2B-16-141,0,CANCELLED,2016-07-11
100191410,D202CR201500050,0,SENTENCED,2016-07-11
100191410,T4DV201601869,100,CASH ONLY,2016-07-11
100190887,D202CR201601941,35000,OR,2016-07-11
100190887,T4CR201601263,0,RELEASE ON RECOGN,2016-07-11
100190887,T4FR201603024,0,GRAND JURY INDICTMENT,2016-07-11
100185825,D202CR201402249,0,HOLD,2016-07-11
100185825,T4CR201602028,50,CASH/SURETY,2016-07-11
100185825,T4CR201602028-1,0,CONCURRENT,2016-07-11
100185825,T4FR201602216,30000,CASH/SURETY,2016-07-11
100185825,T4TR201608086,100,CASH ONLY,2016-07-11
100095615,16MJ2217,0,HOLD,2016-07-11
100095615,D202CR201601661,25000,CASH/SURETY,2016-07-11
100095615,T4FR201602350,0,GRAND JURY INDICTMENT,2016-07-11
100095615,T4FR201602350-1,0,HOLD,2016-07-11
100095615,T4FR201602487,0,NOLLIE PROSEQUI,2016-07-11
100016824,T4DV201601057,7500,CASH/SURETY,2016-07-11
100016824,T4DV201601057-1,0,HOLD,2016-07-11
100016824,T4DV201602175,2000,CASH/SURETY,2016-07-11
100016824,T4PR201204851,100,CASH/SURETY,2016-07-11
100016824,T4TR201421249,1000,CASH/SURETY,2016-07-11
100016824,T4TR201610037,100,CASH/SURETY,2016-07-11
100241055,2A-16-040,0,CANCELLED,2016-07-11
100241055,D202CR201502464,0,CREDIT TIME SERVED,2016-07-11
100146458,D202CR201601842,20000,THIRD PARTY,2016-07-11
100146458,D202CR201601882,10000,OR,2016-07-11
100146458,T4DV201602071,5000,CASH/SURETY,2016-07-11
100146458,T4FR201601747,0,GRAND JURY INDICTMENT,2016-07-11
100146458,T4FR201602776,0,GRAND JURY INDICTMENT,2016-07-11
100246791,M46TR201501541,417,CASH ONLY,2016-07-11
100110691,D202CR201500757,0,SENTENCED,2016-07-11
100145035,2D-16-0228,0,HOLD,2016-07-11
100145035,D202CR201304156,0,SENTENCED,2016-07-11
100145035,D202CR201600818,0,SENTENCED,2016-07-11
100136249,D202CR201104123,0,CREDIT TIME SERVED,2016-07-11
100136249,D202CR201104331,0,CREDIT TIME SERVED,2016-07-11
100136249,D202CR201503029,2000,CASH ONLY,2016-07-11
100136249,D202CR20153038,100000,CASH ONLY,2016-07-11
100136249,D202CR20161101,20000,OR,2016-07-11
100136249,T4CR201509288,0,GRAND JURY INDICTMENT,2016-07-11
100136249,T4CR201510832,5000,CASH ONLY,2016-07-11
100136249,T4CR201511898,0,RELEASE ON RECOGN,2016-07-11
100136249,T4FR201602671,0,RELEASE ON RECOGN,2016-07-11
100034754,D202CR2016001953,25000,OR,2016-07-11
100034754,T4FR201603119,0,GRAND JURY INDICTMENT,2016-07-11
100170021,2C-16-197,0,CANCELLED,2016-07-11
100170021,D202CR201502769,0,SENTENCED,2016-07-11
100170021,T4FR201603378,1000,CASH/SURETY,2016-07-11
100242262,D202CR201502708,0,HOLD,2016-07-11
100242262,D202CR2016001500,12000,THIRD PARTY,2016-07-11
100242262,D202CR201600602,1500,CASH ONLY,2016-07-11
100242262,RC160185,0,CANCELLED,2016-07-11
100242262,T4FR201600706,0,GRAND JURY INDICTMENT,2016-07-11
100242262,T4FR201602217,0,GRAND JURY INDICTMENT,2016-07-11
100226809,RA-16-080,0,HOLD,2016-07-11
100226809,T4FR201602842,0,NOLLIE PROSEQUI,2016-07-11
100226809,T4FR201602842-1,0,CONCURRENT,2016-07-11
100226809,T4FR201602899,0,NOLLIE PROSEQUI,2016-07-11
100202896,D202CR201204550,0,SENTENCED,2016-07-11
100202896,D202CR201405091,0,SENTENCED,2016-07-11
100202896,T4FR201600964,0,NOLLIE PROSEQUI,2016-07-11
100230127,D202CR201500154,0,HOLD,2016-07-11
100230127,T4FR201602622,0,NOLLIE PROSEQUI,2016-07-11
100198627,D202CR201500548,0,SENTENCED,2016-07-11
100239541,D202CR201601194,0,HOLD,2016-07-11
100239541,T4DW201500205,0,SENTENCED,2016-07-11
100006565,D202CR201501364,0,SENTENCED,2016-07-11
100006565,M59DR201500092,635,CASH ONLY,2016-07-11
100232385,D202CR201305575,0,SENTENCED,2016-07-11
100042815,2C-16-186,0,CANCELLED,2016-07-11
100042815,D202CR201404054,0,OTHER,2016-07-11
100015396,M52FR201500112,2500,CASH/SURETY,2016-07-11
100015396,T4CR201416766,0,RELEASE ON RECOGN,2016-07-11
100015396,T4CR201603603,100,CASH ONLY,2016-07-11
100212755,D202CR201202179,0,SENTENCED,2016-07-11
100212755,RC-16-0973,0,CANCELLED,2016-07-11
100212755,T4DW201601142,1000,CASH/SURETY,2016-07-11
100244279,D202CR201600248,5000,THIRD PARTY,2016-07-11
100244279,T4DV201601046,1000,CASH/SURETY,2016-07-11
100133320,D202CR201400146,0,HOLD,2016-07-11
100133320,T4DV201305729,0,GRAND JURY INDICTMENT,2016-07-11
100236053,D202CR201403028,0,SENTENCED,2016-07-11
100236053,D202CR201503301,0,UNSECURED BOND,2016-07-11
100236053,T4CR201515715,0,GRAND JURY INDICTMENT,2016-07-11
100229285,2CC-16-072,0,HOLD,2016-07-11
100229285,D202CR201404187,0,SENTENCED,2016-07-11
100229285,D202CR201501260,0,SENTENCED,2016-07-11
100229285,D202CR201501263,0,SENTENCED,2016-07-11
100226822,2C-15-529,0,CANCELLED,2016-07-11
100226822,D202CR201300900,0,SENTENCED,2016-07-11
100246694,T4FR201603507,2500,OR,2016-07-11
100184630,D202CR201405900,0,HOLD,2016-07-11
100242776,T4CR201512286,0,RELEASE ON RECOGN,2016-07-11
100242776,T4DV201602166,500,CASH/SURETY,2016-07-11
100242776,T4DV201602626,5000,CASH/SURETY,2016-07-11
100084984,D202CR201402837,0,SENTENCED,2016-07-11
100136595,2CC-16-092,0,CANCELLED,2016-07-11
100136595,D202CR201004315,0,HOLD,2016-07-11
100136595,RC-16-851,0,CANCELLED,2016-07-11
100136595,T4DV2016002099,0,RELEASE ON RECOGN,2016-07-11
100044702,2E-03-098,0,CANCELLED,2016-07-11
100044702,D202CR200001176,100000,CASH/SURETY,2016-07-11
100044702,T4CR200303650,0,NOLLIE PROSEQUI,2016-07-11
100149420,D202CR201600903,0,HOLD,2016-07-11
100149420,D202CR201601756,5000,OR,2016-07-11
100149420,T4FR201602690,0,GRAND JURY INDICTMENT,2016-07-11
100224802,D202CR201304481,0,SENTENCED,2016-07-11
100224802,D202CR201401141,0,CONCURRENT,2016-07-11
100224802,D202CR201401571,0,CONCURRENT,2016-07-11
100224802,T4CR2015009558,0,CREDIT TIME SERVED,2016-07-11
100224802,T4CR201511925,0,DISMISSED,2016-07-11
100224802,T4DV2015002601,0,RELEASE ON RECOGN,2016-07-11
100224802,T4FR201602572,0,NOLLIE PROSEQUI,2016-07-11
100117289,2ISP116106,0,HOLD,2016-07-11
100117289,D202CR201601937,0,HOLD,2016-07-11
100117289,II-16-202,0,HOLD,2016-07-11
100135006,D202CR201302280,0,SENTENCED,2016-07-11
100220627,D202CR201401943,0,HOLD,2016-07-11
100181497,D202DV201600652,0,RELEASE ON RECOGN,2016-07-11
100181497,T4CR201515264,100,CASH ONLY,2016-07-11
100181497,T4DV201602625,3500,CASH/SURETY,2016-07-11
100221460,D202CR201401483,0,SENTENCED,2016-07-11
100221460,M59FR201500506,0,DISMISSED,2016-07-11
100221460,M60MR201600227,5000,CASH ONLY,2016-07-11
100233182,D202CR201405485,0,HOLD,2016-07-11
100233182,T4CR201514965,100,CASH ONLY,2016-07-11
100170656,D202CR201304870,0,HOLD,2016-07-11
100214595,2ISP216156,0,HOLD,2016-07-11
100246349,D202CR2016001952,500000,OR,2016-07-11
100246349,M45MR201600287,200,CASH/SURETY,2016-07-11
100246349,T4FR201603032,0,GRAND JURY INDICTMENT,2016-07-11
100112171,D202CR200802315,5000,CASH/SURETY,2016-07-11
100207086,2D-16-252,0,HOLD,2016-07-11
100216193,2A-16-174,0,HOLD,2016-07-11
100216193,D202CR201303412,0,HOLD,2016-07-11
100216193,D202CR20143683,0,HOLD,2016-07-11
100236333,D202CR201403352,0,HOLD,2016-07-11
100129519,D202CR200400419,0,HOLD,2016-07-11
100129519,D202CR200400419-2,0,HOLD,2016-07-11
100129519,M60FR201600158,500000,CASH ONLY,2016-07-11
100129519,T4TR2011048835,10,CASH ONLY,2016-07-11
100213841,15MJ4056,0,HOLD,2016-07-11
100213841,D202CR201503177,20000,CASH ONLY,2016-07-11
100213841,T4CR2015015344,0,GRAND JURY INDICTMENT,2016-07-11
100144444,T4TR201525822,50,CASH/SURETY,2016-07-11
100028472,T4CR201204123-1,250,CASH/SURETY,2016-07-11
100028472,T4CR201204172,0,CREDIT TIME SERVED,2016-07-11
100109648,D202CR201403691,0,SENTENCED,2016-07-11
100240551,T4DW201500762,0,SENTENCED,2016-07-11
100243241,T4CR201605659,100,CASH/SURETY,2016-07-11
100243241,T4DV201505342,500,CASH ONLY,2016-07-11
100230983,D202CR201304423,1000000,CASH/SURETY,2016-07-11
100230983,T4DV201303801,0,GRAND JURY INDICTMENT,2016-07-11
100204606,D202CR201601282,10000,CASH ONLY,2016-07-11
100124456,T4DV201602524,5000,CASH/SURETY,2016-07-11
100189331,13A-13-042,0,CANCELLED,2016-07-11
100189331,2C-13-446,0,HOLD,2016-07-11
100189331,D202CR200905875,0,SENTENCED,2016-07-11
100175924,D202CR201400243,0,HOLD,2016-07-11
100175924,RC-16-0938,0,CANCELLED,2016-07-11
100246631,T4FR201603387,7500,CASH/SURETY,2016-07-11
100243791,D202CR201503186,0,SENTENCED,2016-07-11
100243791,T4FR201602522,0,NOLLIE PROSEQUI,2016-07-11
100167014,D202CR201500879-1,0,CONCURRENT,2016-07-11
100167014,D202CR201500879-2,0,HOLD,2016-07-11
100067630,T4CR2015006591,0,CREDIT TIME SERVED,2016-07-11
100067630,T4CR2015007189,0,NOLLIE PROSEQUI,2016-07-11
100067630,T4DV2015003552,7500,CASH/SURETY,2016-07-11
100067630,T4DV2015003906,1000,CASH ONLY,2016-07-11
100244311,D202CR201600610,20000,THIRD PARTY,2016-07-11
100244311,D202CR201600610-1,0,CONCURRENT,2016-07-11
100244311,T4DV201502979,0,DISMISSED,2016-07-11
100199864,D202CR201500990,500000,THIRD PARTY,2016-07-11
100199864,T4DV2015000901,1000,CASH/SURETY,2016-07-11
100240285,D202CR201501523,0,HOLD,2016-07-11
100133037,2C-16-189,0,CANCELLED,2016-07-11
100133037,D202CR200804889,0,OTHER,2016-07-11
100191912,D202CR201601880,25000,THIRD PARTY,2016-07-11
100191912,T4CR2016002950,0,DISMISSED,2016-07-11
100191912,T4FR201602903,0,GRAND JURY INDICTMENT,2016-07-11
100226969,D202CR201502840,500,CASH ONLY,2016-07-11
100226969,D202CR201502840-1,0,CONCURRENT,2016-07-11
100244470,D202CR201600612-1,0,HOLD,2016-07-11
100244470,D202CR201600612-2,0,CONCURRENT,2016-07-11
100246226,D202JS201600016,0,HOLD,2016-07-11
100246226,T4DV201602017,0,RELEASE ON RECOGN,2016-07-11
100136977,D202CR201600301,1500,CASH/SURETY,2016-07-11
100136977,T4CR2015013482,100,CASH ONLY,2016-07-11
100168329,2B-15-376,0,CANCELLED,2016-07-11
100168329,D202CR201300242,0,CONCURRENT,2016-07-11
100168329,D202CR201302976,0,SENTENCED,2016-07-11
100082530,2B-16-177,0,HOLD,2016-07-11
100206263,2ISP1-16089,0,CANCELLED,2016-07-11
100206263,D202CR201401971,0,SENTENCED,2016-07-11
100206263,D202CR201404211,0,CONCURRENT,2016-07-11
100206263,RC-16-0678,0,HOLD,2016-07-11
100206263,T4CR201603938,0,RELEASE ON RECOGN,2016-07-11
100162838,15MJ4055,0,HOLD,2016-07-11
100162838,D202CR201503149,50000,CASH/SURETY,2016-07-11
100162838,D202CR20153180,50000,CASH ONLY,2016-07-11
100162838,D202CR201600469,5000,CASH/SURETY,2016-07-11
100162838,T4CR201515231,0,GRAND JURY INDICTMENT,2016-07-11
100162838,T4CR201515232,0,GRAND JURY INDICTMENT,2016-07-11
100162838,T4CR201601266,0,DISMISSED,2016-07-11
100162838,T4FR201602661,0,NOLLIE PROSEQUI,2016-07-11
